Month,Year,Full-time,Part-time,Grand Total
9,2022,4250,0,4250
10,2022,4262,0,4262
11,2022,4241,0,4241
12,2022,4204,0,4204
1,2023,4167,0,4167
2,2023,4095,0,4095
3,2023,4057,0,4057
4,2023,3997,0,3997
5,2023,3946,0,3946
6,2023,3900,0,3900
7,2023,3993,0,3993
8,2023,4069,0,4069
9,2023,4143,0,4143
10,2023,4220,0,4220
11,2023,4265,0,4265
