Month,Year,Full-time,Part-time,Grand Total
4,2020,4084,413,4497
5,2020,4069,406,4475
6,2020,4036,400,4436
7,2020,4006,409,4415
8,2020,3987,412,4399
9,2020,3976,414,4390
10,2020,3730,422,4152
11,2020,3756,418,4174
12,2020,3748,409,4157
1,2021,3746,409,4155
2,2021,3756,420,4176
3,2021,3748,424,4172
4,2021,3774,421,4195
5,2021,3833,468,4301
6,2021,3872,477,4349
7,2021,3923,494,4417
8,2021,3976,513,4489
9,2021,3973,539,4512
10,2021,4052,537,4589
11,2021,4105,560,4665
12,2021,4157,550,4707
1,2022,4235,563,4798
2,2022,4332,580,4912
3,2022,4403,578,4981
4,2022,4520,566,5086
5,2022,4656,701,5357
6,2022,4810,740,5550
7,2022,4811,725,5536
8,2022,4838,703,5541
9,2022,4931,708,5639
10,2022,4961,694,5655
11,2022,5004,662,5666
12,2022,4982,648,5630
1,2023,5000,670,5670
2,2023,4994,672,5666
3,2023,4974,672,5646
4,2023,5007,696,5703
5,2023,5088,731,5819
6,2023,5060,751,5811
7,2023,5099,735,5834
8,2023,5116,727,5843
9,2023,5177,802,5979
10,2023,5199,835,6034
11,2023,5230,845,6075
