Month,Year,Full-time,Part-time,Grand Total
5,2021,4619,74,4693
6,2021,4717,72,4789
7,2021,4779,74,4853
8,2021,4878,95,4973
9,2021,4936,93,5029
10,2021,4979,88,5067
11,2021,5034,90,5124
12,2021,4953,93,5046
1,2022,4956,92,5048
2,2022,4979,93,5072
3,2022,4919,95,5014
4,2022,4902,95,4997
5,2022,4852,108,4960
6,2022,4902,95,4997
7,2022,4774,100,4874
8,2022,4792,97,4889
9,2022,4797,95,4892
10,2022,4865,95,4960
11,2022,4915,93,5008
12,2022,4822,96,4918
1,2023,4686,77,4763
2,2023,4725,72,4797
3,2023,4696,69,4765
4,2023,4649,68,4717
5,2023,4571,76,4647
6,2023,4504,74,4578
7,2023,4426,90,4516
8,2023,4335,77,4412
9,2023,4345,88,4433
10,2023,4354,83,4437
11,2023,4390,79,4469
