Month,Year,Full-time,Part-time,Grand Total
10,2019,3578,22,3600
11,2019,3585,22,3607
12,2019,3617,13,3630
1,2020,3512,14,3526
2,2020,3640,13,3653
3,2020,3669,12,3681
4,2020,3337,19,3356
5,2020,3054,14,3068
6,2020,2974,13,2987
7,2020,2879,12,2891
8,2020,2877,13,2890
9,2020,2920,13,2933
10,2020,2922,11,2933
11,2020,2952,11,2963
12,2020,3000,13,3013
1,2021,2954,9,2963
2,2021,3004,6,3010
3,2021,3048,10,3058
4,2021,3124,10,3134
5,2021,3087,10,3097
6,2021,3139,13,3152
7,2021,3146,10,3156
8,2021,3128,11,3139
9,2021,3181,10,3191
10,2021,3165,10,3175
11,2021,3119,12,3131
12,2021,3029,12,3041
1,2022,2982,11,2993
2,2022,2893,8,2901
3,2022,2840,10,2850
4,2022,2737,11,2748
5,2022,2674,9,2683
6,2022,2565,15,2580
7,2022,2527,17,2544
8,2022,2427,17,2444
9,2022,2383,17,2400
10,2022,2357,17,2374
11,2022,2401,18,2419
12,2022,2386,17,2403
1,2023,2426,13,2439
2,2023,2393,13,2406
3,2023,2301,12,2313
4,2023,2330,12,2342
5,2023,2310,12,2322
6,2023,2285,14,2299
7,2023,2249,13,2262
8,2023,2233,16,2249
9,2023,2258,12,2270
10,2023,2212,10,2222
11,2023,2217,12,2229
